MMSI,shipType,shipTypeSpecific
311063100,Cargo,Bulk Carrier
311064200,Cargo,Bulk Carrier
311073400,Cargo,Bulk Carrier
311076800,Tanker,Crude Oil Tanker
311085000,Passenger,Passenger Ship
311358000,Cargo,Bulk Carrier
311379000,Cargo,Bulk Carrier
311407000,Cargo,Bulk Carrier
311476000,Tanker,Crude Oil Tanker
311707000,Tanker,Crude Oil Tanker
311773000,Cargo,Bulk Carrier
311775000,Tanker - Hazard D (Recognizable),LNG Tanker
311828000,Cargo,Bulk Carrier
311829000,Cargo,Bulk Carrier
311921000,Cargo,Vehicles Carrier
311927000,Tanker,Oil/Chemical Tanker
311929000,Tanker,Chemical Tanker
312013000,Anti-Pollution,Anti-Pollution
312026000,Cargo,Bulk Carrier
312043000,Cargo,Bulk Carrier
312050000,Tug,Tug
312056000,Tanker,Oil Products Tanker
312086000,Cargo,Bulk Carrier
312099000,Cargo,Bulk Carrier
312107000,Cargo,Bulk Carrier
312109000,Tug,Tug
312119000,Cargo,Bulk Carrier
312124000,Cargo,Bulk Carrier
312183000,Tug,Tug
312197000,Cargo,General Cargo
312253000,Pleasure Craft,Pleasure Craft
312269000,Cargo,Bulk Carrier
312288000,Fishing,Fishing Vessel
312304000,Cargo,Bulk Carrier
312309000,Cargo,General Cargo
312341000,Cargo - Hazard A (Major),General Cargo
312366000,Cargo,General Cargo
312404000,Cargo,General Cargo
312414000,Cargo,Bulk Carrier
312417000,Cargo,Bulk Carrier
312473000,Cargo,General Cargo
312479000,Cargo,Container Ship
312481000,Cargo,General Cargo
312487000,Cargo,Bulk Carrier
312495000,Cargo,Bulk Carrier
312514000,Tug,Tug
312546000,Cargo,Bulk Carrier
312548000,Cargo,Bulk Carrier
312571000,Tug,Tug
312601000,Cargo,Bulk Carrier
312616000,Cargo,Cargo
312620000,Cargo,Bulk Carrier
312629000,Cargo,Bulk Carrier
312646000,Dredger,Hopper Dredger
312678000,Dredger,Suction Dredger
312685000,Cargo,Bulk Carrier
312700000,Cargo,Bulk Carrier
312711000,Cargo,Bulk Carrier
312715000,Cargo,Bulk Carrier
312784000,Cargo,Cargo
312809000,Cargo,General Cargo
312824000,Pleasure Craft,Pleasure Craft
312845000,Cargo,Bulk Carrier
312849000,Cargo,General Cargo
312908000,Cargo,Bulk Carrier
312924000,Cargo,General Cargo
312940000,Cargo,General Cargo
312942000,Tanker,General Cargo
312971000,Other,Crane Ship
314032000,Cargo,Bulk Carrier
314147000,Cargo,Bulk Carrier
314188000,Cargo,General Cargo
314191000,Cargo,General Cargo
314208000,Cargo,General Cargo
314277000,Cargo,General Cargo
314312000,Cargo,Bulk Carrier
314422000,Cargo,General Cargo
314427000,Cargo,Bulk Carrier
314428000,Cargo,Bulk Carrier
314429000,Cargo,Bulk Carrier
314432000,Cargo,General Cargo
314458000,Cargo,General Cargo
314460000,Cargo,General Cargo
314462000,Cargo,General Cargo
314463000,Cargo,General Cargo
314464000,Cargo,General Cargo
314468000,Cargo,Bulk Carrier
314470000,Cargo,General Cargo
314477000,Cargo,General Cargo
314480000,Cargo,Bulk Carrier
314482000,Cargo,Bulk Carrier
314490000,Cargo,General Cargo
314496000,Cargo,General Cargo
314500000,Cargo,General Cargo
314501000,Cargo,Bulk Carrier
314504000,Cargo,Bulk Carrier
314505000,Cargo,General Cargo
314506000,Cargo,General Cargo
314512000,Cargo,General Cargo
314513000,Cargo,General Cargo
314516000,Tanker,General Cargo
314517000,Cargo,Bulk Carrier
314519000,Cargo,Bulk Carrier
314523000,Cargo,Bulk Carrier
314524000,Cargo,Bulk Carrier
314525000,Cargo,Bulk Carrier
314526000,Cargo,General Cargo
314527000,Cargo,Bulk Carrier
314530000,Cargo,Bulk Carrier
314531000,Cargo,Bulk Carrier
314533000,Cargo,Bulk Carrier
314537000,Cargo,Bulk Carrier
314540000,Cargo,Bulk Carrier
314541000,Cargo,General Cargo
314542000,Cargo,Bulk Carrier
314558000,Cargo,General Cargo
314560000,Cargo,General Cargo
314570000,Cargo,Bulk Carrier
314577000,Cargo,Bulk Carrier
314578000,Cargo,General Cargo
316025623,Passenger,Ro-Ro/Passenger Ship
316038993,Tug,Offshore Supply Ship
316041902,Passenger,Ro-Ro/Passenger Ship
319001700,Pleasure Craft,Yacht
319014800,Tanker - Hazard B,Chemical Tanker
319016400,Pleasure Craft,Pleasure Craft
319029800,Cargo,Bulk Carrier
319039300,Pleasure Craft,Yacht
319044000,Pleasure Craft,Yacht
319054200,Cargo,Bulk Carrier
319057600,Cargo,Bulk Carrier
319061300,Sailing Vessel,Sailing Vessel
319062700,Pleasure Craft,Yacht
319062900,Pleasure Craft,Yacht
319065000,Pleasure Craft,Yacht
319066700,Pleasure Craft,Pleasure Craft
319073200,Pleasure Craft,Pleasure Craft
319076100,Cargo,Bulk Carrier
319077300,Pleasure Craft,Yacht
319077500,Pleasure Craft,Yacht
319082300,Pleasure Craft,Yacht
319084600,Tanker - Hazard B,Oil/Chemical Tanker
319085300,Pleasure Craft,Yacht
319086200,Pleasure Craft,Yacht
319091700,Tanker - Hazard C (Minor),Oil/Chemical Tanker
319092900,Tanker,Oil/Chemical Tanker
319093100,Cargo,Bulk Carrier
319095100,Tanker,Crude Oil Tanker
319095800,Pleasure Craft,Pleasure Craft
319104700,Tanker,Oil/Chemical Tanker
319105300,Pleasure Craft,Pleasure Craft
319108200,Pleasure Craft,Yacht
319109600,Tanker,Oil/Chemical Tanker
319114200,Cargo,Bulk Carrier
319122500,Cargo,Bulk Carrier
319129400,Pleasure Craft,Yacht
319130500,Cargo,Bulk Carrier
319130800,Tanker,Crude Oil Tanker
319133000,Passenger,Passenger Ship
319133200,Pleasure Craft,Yacht
319133800,Pleasure Craft,Yacht
319135900,Cargo,Bulk Carrier
319137500,Cargo,Bulk Carrier
319138100,Pleasure Craft,Pleasure Craft
319144400,Cargo,Bulk Carrier
319144900,Pleasure Craft,Yacht
319145900,Cargo,Bulk Carrier
319147800,Tanker,Oil Products Tanker
319150000,Tanker - Hazard C (Minor),Oil/Chemical Tanker
319153600,Cargo,Bulk Carrier
319155200,Cargo,Bulk Carrier
319157400,Cargo,Bulk Carrier
319176700,Pleasure Craft,Yacht
319178700,Pleasure Craft,Yacht
319179200,Pleasure Craft,Yacht
319189000,Sailing Vessel,Yacht
319192200,Cargo,Bulk Carrier
319197600,Pleasure Craft,Yacht
319203900,Pleasure Craft,Yacht
319219300,Pleasure Craft,Pleasure Craft
319253000,Pleasure Craft,Yacht
319366000,Cargo,Bulk Carrier
319392000,Cargo,Vehicles Carrier
319431000,Pleasure Craft,Yacht
319478000,Tanker,Oil/Chemical Tanker
319591000,Tanker - Hazard B,Oil/Chemical Tanker
319594000,Pleasure Craft,Yacht
319618000,Pleasure Craft,Yacht
319660000,Pleasure Craft,Yacht
319740000,Cargo,Vehicles Carrier
319756000,Cargo,Bulk Carrier
319766000,Pleasure Craft,Yacht
319780000,Pleasure Craft,Yacht
319875000,Cargo,Bulk Carrier
325111400,Cargo,General Cargo
325116200,Cargo,Cargo/Containership
325974000,Cargo,General Cargo
334019000,Cargo,General Cargo
334020000,Cargo,General Cargo
334021000,Tanker,General Cargo
334029000,Cargo,General Cargo
334030000,Cargo,Bulk Carrier
338078000,Cargo - Hazard A (Major),Container Ship
338120353,Pleasure Craft,Pleasure Craft
338199254,Pleasure Craft,Pleasure Craft
338211438,Pleasure Craft,Pleasure Craft
338234019,Pleasure Craft,Pleasure Craft
338363682,Pleasure Craft,Pleasure Craft
338860000,Cargo - Hazard C (Minor),General Cargo
339301080,Cargo,Vehicles Carrier
339301270,Cargo,General Cargo
341087000,Tanker,Tanker
341140000,Cargo,General Cargo
341183000,Cargo,General Cargo
341191000,Cargo,General Cargo
341278000,Cargo,General Cargo
341400000,Cargo,General Cargo
341438000,Cargo,General Cargo
341447000,Cargo,General Cargo
341464000,Cargo,General Cargo
341487000,Cargo,General Cargo
341534000,Cargo,General Cargo
341546000,Cargo,General Cargo
341552000,Cargo,General Cargo
341588000,Cargo,General Cargo
341599000,Cargo,General Cargo
341607000,Dredger,Hopper Dredger
341643000,Cargo,General Cargo
341648000,Cargo,General Cargo
341650000,Cargo,General Cargo
341654000,Cargo,General Cargo
341779000,Tug,Tug
341797000,Cargo,General Cargo
341815000,Dredger,Suction Dredger
341862000,Cargo,General Cargo
341997000,Cargo,General Cargo
351012000,Cargo,Bulk Carrier
351019000,Cargo,Bulk Carrier
351056000,Tanker,LPG Tanker
351075000,Tanker,Crude Oil Tanker
351080000,Cargo,Bulk Carrier
351136000,Passenger,Passenger Ship
351170000,Cargo,Bulk Carrier
351177000,Cargo,Bulk Carrier
351180000,Tanker,LPG Tanker
351184000,Cargo,Bulk Carrier
351187000,Cargo,General Cargo
351190000,Cargo,Bulk Carrier
351199000,Cargo,Bulk Carrier
351201000,Cargo,Bulk Carrier
351206000,Tanker,Crude Oil Tanker
351217000,Cargo,Bulk Carrier
351222000,Cargo,General Cargo
351235000,Tug,Tug
351249000,Cargo,Container Ship
351259000,Tanker,LPG Tanker
351299000,Cargo,General Cargo
351302000,Cargo,General Cargo
351325000,Cargo,Livestock Carrier
351335000,Cargo,Bulk Carrier
351338000,Cargo,General Cargo
351365000,Cargo,General Cargo
351371000,Cargo,Livestock Carrier
351398000,Cargo,Bulk Carrier
351400000,Cargo - Hazard B,Container Ship
351421000,Cargo,Bulk Carrier
351429000,Cargo,General Cargo
351438000,Cargo,General Cargo
351482000,Tanker,Chemical Tanker
351495000,Cargo,Bulk Carrier
351533000,Tanker,Oil/Chemical Tanker
351545000,Cargo,General Cargo
351546000,Cargo,Bulk Carrier
351565000,Cargo,General Cargo
351630000,Cargo,General Cargo
351653000,Cargo,Bulk Carrier
351654000,Cargo,Bulk Carrier
351656000,Cargo,General Cargo
351707000,Cargo,General Cargo
351724000,Cargo,Bulk Carrier
351727000,Tanker - Hazard C (Minor),LPG Tanker
351728000,Cargo,General Cargo
351729000,Cargo,Bulk Carrier
351750000,Cargo,General Cargo
351752000,Cargo,Bulk Carrier
351760000,Cargo,General Cargo
351801000,Cargo,Bulk Carrier
351808000,Cargo - Hazard A (Major),Cargo/Containership
351820000,Cargo,Bulk Carrier
351838000,Cargo,General Cargo
351855000,Tanker,Oil/Chemical Tanker
351866000,Cargo,General Cargo
351887000,Tanker,Oil/Chemical Tanker
351904000,Tanker - Hazard B,Oil/Chemical Tanker
351931000,Tanker,Oil/Chemical Tanker
351936000,Cargo,Bulk Carrier
351971000,Cargo,General Cargo
352005000,Cargo,General Cargo
352009000,Cargo,General Cargo
352012000,Cargo,Bulk Carrier
352027000,Cargo,Bulk Carrier
352067000,Cargo,Bulk Carrier
352084000,Cargo,Bulk Carrier
352093000,Cargo,Bulk Carrier
352099000,Tanker,Chemical Tanker
352102000,Cargo,Bulk Carrier
352140000,Cargo - Hazard A (Major),Container Ship
352143000,Cargo,Bulk Carrier
352158000,Cargo,Bulk Carrier
352170000,Cargo,Bulk Carrier
352190000,Tanker,Oil Products Tanker
352211000,Cargo,Bulk Carrier
352241000,Cargo,Reefer
352244000,Cargo,Bulk Carrier
352245000,Cargo,Livestock Carrier
352328000,Cargo,Bulk Carrier
352335000,Cargo,Container Ship
352355000,Cargo,General Cargo
352356000,Cargo,General Cargo
352366000,Cargo - Hazard A (Major),Container Ship
352383000,Cargo,Bulk Carrier
352386000,Cargo,General Cargo
352408000,Cargo,Container Ship
352426000,Cargo,Bulk Carrier
352437000,Cargo,General Cargo
352446000,Cargo,General Cargo
352481000,Tanker,Tanker
352497000,Cargo,Bulk Carrier
352525000,Tanker,LPG Tanker
352528000,Cargo,Bulk Carrier
352563000,Cargo - Hazard A (Major),General Cargo
352582000,Cargo,Bulk Carrier
352593000,Cargo,Bulk Carrier
352594000,Passenger,Passenger Ship
352608000,Cargo,Bulk Carrier
352624000,Cargo,General Cargo
352630000,Cargo,Bulk Carrier
352635000,Cargo,Bulk Carrier
352642000,Tanker,Oil/Chemical Tanker
352646000,Cargo,General Cargo
352652000,Cargo,Bulk Carrier
352672000,Cargo,General Cargo
352680000,Dive Vessel,Dive Vessel
352725000,Cargo,General Cargo
352730000,Tanker - Hazard B,Oil/Chemical Tanker
352757000,Cargo - Hazard A (Major),Container Ship
352766000,Cargo,General Cargo
352808000,Cargo,Vehicles Carrier
352843000,Cargo,Bulk Carrier
352846000,Cargo,Container Ship
352853000,Cargo,Container Ship
352864000,Cargo,Bulk Carrier
352870000,Cargo - Hazard A (Major),Container Ship
352886000,Cargo,Bulk Carrier
352888000,Cargo,Bulk Carrier
352891000,Cargo,General Cargo
352931000,Cargo,Cargo/Containership
352935000,Cargo,Ro-Ro Cargo
352943000,Cargo,General Cargo
352952000,Cargo - Hazard A (Major),Container Ship
352978130,Cargo,General Cargo
352978134,Cargo,Bulk Carrier
352978150,Cargo,General Cargo
352978175,Cargo,General Cargo
352978176,Cargo,General Cargo
352978202,Cargo,Bulk Carrier
352978207,Cargo,General Cargo
352978270,Cargo - Hazard A (Major),General Cargo
352979000,Cargo,Bulk Carrier
352980000,Cargo,General Cargo
352980769,Cargo,General Cargo
352983000,Cargo - Hazard A (Major),Container Ship
352985000,Cargo,Bulk Carrier
352986149,Tanker - Hazard A (Major),Crude Oil Tanker
352986163,Cargo,General Cargo
352986176,Cargo,Bulk Carrier
352986179,Cargo,General Cargo
352986184,Cargo,Bulk Carrier
352986193,Cargo,Bulk Carrier
353023000,Cargo,General Cargo
353038000,Cargo,Bulk Carrier
353047000,Cargo,Bulk Carrier
353052000,Tanker,Chemical Tanker
353063000,Cargo,Cement Carrier
353071000,Cargo,Bulk Carrier
353092000,Cargo,General Cargo
353130000,Tanker,LPG Tanker
353150000,Cargo - Hazard A (Major),Bulk Carrier
353184000,Cargo,Bulk Carrier
353205000,Cargo,Bulk Carrier
353218000,Cargo,General Cargo
353233000,Cargo,Bulk Carrier
353245000,Cargo,Bulk Carrier
353280000,Cargo,General Cargo
353287000,Tanker,Oil/Chemical Tanker
353296000,Cargo,General Cargo
353300000,Cargo,Ro-Ro Cargo
353311000,Cargo,General Cargo
353312000,Cargo,Bulk Carrier
353381000,Cargo,Bulk Carrier
353401000,Tanker - Hazard D (Recognizable),LPG Tanker
353427000,Cargo,General Cargo
353468000,Passenger,Ro-Ro/Passenger Ship
353478000,Cargo,Bulk Carrier
353505000,Cargo,General Cargo
353528000,Cargo,Bulk Carrier
353539000,Cargo,Bulk Carrier
353557000,Cargo,General Cargo
353577000,Cargo,Bulk Carrier
353578000,Cargo,Bulk Carrier
353592000,Cargo - Hazard C (Minor),Container Ship
353612000,Cargo - Hazard D (Recognizable),Container Ship
353649000,Cargo,General Cargo
353657000,Tanker,Oil Products Tanker
353693000,Cargo,Bulk Carrier
353695000,Cargo - Hazard C (Minor),Container Ship
353702000,Cargo,Bulk Carrier
353718000,Cargo,Bulk Carrier
353725000,Cargo,General Cargo
353729000,Cargo,General Cargo
353732000,Cargo,General Cargo
353816000,Cargo,Livestock Carrier
353817000,Cargo,Heavy Load Carrier
353830000,Cargo,General Cargo
353837000,Cargo,Bulk Carrier
353852000,Cargo - Hazard C (Minor),Container Ship
353863000,Cargo,Bulk Carrier
353920000,Cargo,General Cargo
353933000,Cargo,Bulk Carrier
353941000,Cargo,Bulk Carrier
353977000,Cargo,General Cargo
353978000,Cargo,Bulk Carrier
353992000,Tanker,Chemical Tanker
354001000,Cargo,General Cargo
354013000,Cargo,Bulk Carrier
354029000,Cargo,Bulk Carrier
354123000,Cargo,Vehicles Carrier
354124000,Cargo,Bulk Carrier
354127000,Cargo,Bulk Carrier
354129000,Cargo,General Cargo
354198000,Tanker,Oil Products Tanker
354202000,Cargo,Container Ship
354214000,Cargo,Bulk Carrier
354250000,Cargo,Bulk Carrier
354265000,Cargo,Bulk Carrier
354267000,Cargo,Bulk Carrier
354273000,Cargo,General Cargo
354290000,Tanker,Crude Oil Tanker
354302000,Tug,Offshore Supply Ship
354322000,Cargo,Bulk Carrier
354337000,Tanker,Heavy Load Carrier
354368000,Cargo,Bulk Carrier
354380000,Cargo,General Cargo
354391000,Cargo,Bulk Carrier
354405000,Cargo,Bulk Carrier
354408000,Cargo,Bulk Carrier
354409000,Tanker,Oil/Chemical Tanker
354418000,Cargo,Bulk Carrier
354428000,Cargo,Bulk Carrier
354430000,Cargo,Bulk Carrier
354432000,Cargo,Bulk Carrier
354443000,Cargo,General Cargo
354447000,Cargo,Bulk Carrier
354459000,Cargo,Bulk Carrier
354462000,Cargo - Hazard A (Major),Container Ship
354502000,Cargo,Reefer
354530000,Cargo - Hazard B,Container Ship
354544000,Cargo,Bulk Carrier
354556000,Tanker,Chemical Tanker
354562000,Cargo,General Cargo
354574000,Cargo,Bulk Carrier
354588000,Tanker,LPG Tanker
354589000,Cargo,Bulk Carrier
354602000,Cargo,General Cargo
354604000,Cargo,Bulk Carrier
354643000,Cargo,Bulk Carrier
354644000,Cargo,Bulk Carrier
354654000,Cargo - Hazard D (Recognizable),Container Ship
354662000,Cargo,Ro-Ro Cargo
354668000,Cargo,Bulk Carrier
354669000,Cargo,Bulk Carrier
354670000,Cargo,Cement Carrier
354692000,Cargo,General Cargo
354695000,Cargo,General Cargo
354701000,Cargo,Bulk Carrier
354744000,Cargo - Hazard A (Major),Container Ship
354745000,Cargo,Container Ship
354751000,Cargo,Container Ship
354771000,Tanker,Tanker
354774000,Cargo,Bulk Carrier
354775000,Cargo,General Cargo
354791000,Cargo,Offshore Supply Ship
354800000,Tanker - Hazard B,Oil Products Tanker
354824000,Cargo,General Cargo
354827000,Cargo,Bulk Carrier
354833000,Tanker,Oil/Chemical Tanker
354839000,Cargo,Container Ship
354854000,Cargo,General Cargo
354857000,Cargo,Bulk Carrier
354858000,Cargo,Bulk Carrier
354868000,Cargo,Bulk Carrier
354872000,Cargo,Bulk Carrier
354879000,Cargo,Bulk Carrier
354881000,Cargo,Bulk Carrier
354886000,Cargo - Hazard A (Major),Container Ship
354931000,Cargo,Bulk Carrier
354971000,Cargo,Bulk Carrier
354973000,Cargo,Bulk Carrier
354974000,Cargo,Bulk Carrier
354998000,Cargo,Bulk Carrier
355004000,Cargo,General Cargo
355008000,Cargo,General Cargo
355028000,Cargo,Container Ship
355036000,Cargo,Bulk Carrier
355037000,Tanker,Oil/Chemical Tanker
355046000,Cargo,General Cargo
355077000,Cargo,Bulk Carrier
355087000,Tanker,Oil/Chemical Tanker
355109000,Cargo,Bulk Carrier
355129000,Cargo - Hazard A (Major),Container Ship
355135000,Cargo,Bulk Carrier
355216000,Cargo - Hazard D (Recognizable),Container Ship
355238000,Tanker - Hazard A (Major),LPG Tanker
355253000,Cargo,General Cargo
355267000,Cargo,Bulk Carrier
355290000,Cargo,Bulk Carrier
355306000,Tanker,Asphalt/Bitumen Tanker
355320000,Tanker,Oil/Chemical Tanker
355363000,Cargo,Container Ship
355386000,Cargo,Bulk Carrier
355401000,Cargo,Bulk Carrier
355402000,Tug,Tug
355411000,Tanker,Oil Products Tanker
355420000,Cargo,Bulk Carrier
355427000,Cargo,General Cargo
355471000,Cargo,Bulk Carrier
355472000,Cargo,General Cargo
355489000,Cargo,Bulk Carrier
355495000,Cargo,Container Ship
355509000,Cargo,General Cargo
355540000,Cargo,Bulk Carrier
355550000,Cargo,Bulk Carrier
355600000,Tanker,Crude Oil Tanker
355643000,Tanker,Oil/Chemical Tanker
355646000,Cargo,Bulk Carrier
355665000,Cargo,Bulk Carrier
355671000,Cargo,Bulk Carrier
355677000,Cargo,Bulk Carrier
355696000,Cargo,Bulk Carrier
355703000,Cargo - Hazard A (Major),Container Ship
355706000,Cargo,Bulk Carrier
355746000,Cargo,Container Ship
355748000,Cargo,Bulk Carrier
355774000,Cargo,Bulk Carrier
355804000,Tanker,Oil Products Tanker
355813000,Cargo,Reefer
355814000,Cargo,Bulk Carrier
